Mensagens de tamanho 8
4.149176	269.933103
3.978037	281.545891
4.303794	260.235521
3.887967	288.068308
3.882526	288.471954
4.082314	274.354174
4.106920	272.710432
4.151599	269.775546
4.114448	272.211457
3.945755	283.849364
Mensagens de tamanho 1024
5.527608	25935.270883
5.338866	26852.145404
5.356633	26763.080100
5.380393	26644.894383
5.376092	26666.212389
6.761889	21201.177563
6.675559	21475.355403
6.279117	22831.235357
6.377822	22477.893149
6.274558	22847.824354
Mensagens de tamanho 4096
20.286109	28267.619335
8.336269	68788.565340
8.694137	65957.089978
20.023711	28638.048840
18.775181	30542.448084
8.496034	67495.023566
8.473036	67678.219925
7.980223	71857.639252
7.999220	71686.986282
9.261805	61914.497763
Mensagens de tamanho 16384
