Mensagens de tamanho 8
1251061.304000	0.223810
1272979.501000	0.219956
1270502.147000	0.220385
1248210.534000	0.224321
1259592.084000	0.222294
1234207.131000	0.226866
1279132.536000	0.218898
1238572.797000	0.226067
1246277.535000	0.224669
1254631.939000	0.223173
Mensagens de tamanho 1024
686696.167000	26.095966
721702.170000	24.830187
693274.820000	25.848335
726516.267000	24.665656
717545.934000	24.974011
728896.097000	24.585123
683999.427000	26.198852
726447.876000	24.667978
738763.998000	24.256732
684289.984000	26.187728
Mensagens de tamanho 4096
492151.969000	72.823035
495585.244000	72.318537
500830.759000	71.561100
492645.897000	72.750022
477327.692000	75.084686
499497.423000	71.752122
490431.778000	73.078462
496702.136000	72.155921
478432.366000	74.911320
490544.705000	73.061639
Mensagens de tamanho 16384
641518.089000	111.734963
698622.503000	102.601905
778373.914000	92.089417
782126.366000	91.647594
782303.324000	91.626864
568021.804000	126.192339
772161.424000	92.830330
745915.479000	96.096679
773637.002000	92.653273
769334.783000	93.171402
