Mensagens de tamanho 8
5440.046000	7.352879
5098.465000	7.845499
5044.835000	7.928902
5157.739000	7.755336
5052.603000	7.916711
5021.562000	7.965649
5015.657000	7.975027
5049.975000	7.920831
5096.293000	7.848842
5139.804000	7.782398
Mensagens de tamanho 1024
2883.723000	887.741298
2871.759000	891.439706
2924.778000	875.280107
2924.102000	875.482456
2938.733000	871.123712
2994.541000	854.888946
2830.426000	904.457492
2862.266000	894.396258
2902.801000	881.906820
2900.509000	882.603709
Mensagens de tamanho 4096
3968.490000	1290.163261
3865.770000	1324.445065
3916.021000	1307.449577
4013.521000	1275.687856
4077.821000	1255.572523
4011.150000	1276.441918
3964.423000	1291.486807
3884.910000	1317.919849
4092.569000	1251.047936
3942.226000	1298.758620
Mensagens de tamanho 16384
3512.408000	2915.378851
3521.326000	2907.995454
3666.369000	2792.954010
3502.604000	2923.539173
3538.193000	2894.132683
3502.141000	2923.925679
3547.519000	2886.524357
3482.558000	2940.367397
3665.430000	2793.669501
3539.981000	2892.670893
