Mensagens de tamanho 8
970748.482000	0.288437
921408.825000	0.303882
901117.010000	0.310725
954974.763000	0.293201
901769.393000	0.310501
982560.047000	0.284970
970764.446000	0.288432
952381.204000	0.294000
953554.798000	0.293638
933773.546000	0.299859
Mensagens de tamanho 1024
491153.495000	36.485539
489044.203000	36.642904
496808.142000	36.070262
487901.889000	36.728696
484688.768000	36.972179
496512.098000	36.091769
490441.887000	36.538478
504765.817000	35.501612
483026.153000	37.099440
496264.512000	36.109775
Mensagens de tamanho 4096
548108.577000	65.388504
548725.407000	65.315000
518438.251000	69.130702
568991.067000	62.988687
550743.681000	65.075645
548968.244000	65.286108
567516.549000	63.152343
558471.501000	64.175164
568441.283000	63.049608
558860.003000	64.130551
Mensagens de tamanho 16384
570332.804000	125.681005
576711.016000	124.291019
536341.381000	133.646223
572105.428000	125.291592
561175.920000	127.731782
581943.253000	123.173522
572278.038000	125.253802
567801.620000	126.241274
571458.662000	125.433395
552302.933000	129.783848
