Mensagens de tamanho 8
1250.687574	223.876854
1249.224721	224.139016
1280.377121	218.685570
1292.131550	216.696202
1280.737327	218.624065
1293.995771	216.384015
1246.347503	224.656446
1268.653341	220.706470
1226.514786	228.289135
1242.241849	225.398943
Mensagens de tamanho 1024
721.919529	24822.711230
713.127775	25128.736572
685.946227	26124.496782
727.465780	24633.461109
742.219498	24143.801191
692.307999	25884.432978
695.601018	25761.894443
719.383909	24910.204101
675.501419	26528.441682
728.898575	24585.039146
Mensagens de tamanho 4096
477.552184	75049.389786
476.615046	75196.954651
468.414655	76513.404560
497.566820	72030.526473
489.842778	73166.333382
492.192188	72817.084208
458.418341	78181.863147
484.416899	73985.858202
501.252949	71500.826223
491.445779	72927.678966
Mensagens de tamanho 16384
770.444428	93037.209947
546.954765	131052.885150
777.497611	92193.209324
583.200506	122907.986640
761.184528	94169.018632
586.447183	122227.545937
783.715580	91461.751979
570.554272	125632.220312
612.109536	117103.223826
780.392507	91851.215071
