1,6.827214,6.204368,6.260079,6.299668,6.165394,7.071999,5.840134,6.311688,7.573164,6.874407
2,6.148783,6.002468,5.665748,6.433940,6.919280,7.095404,5.382767,6.980972,6.874101,6.304543
3,4.794161,4.412252,4.972574,4.520708,4.466585,4.692767,4.915316,4.666701,4.527128,4.532396
4,3.685112,3.245990,3.501031,3.615137,4.429633,3.492857,3.376786,3.508743,3.441929,2.910812
5,2.651411,2.844413,2.759204,2.722117,2.924752,3.031664,2.884946,3.068620,2.812874,2.794971
6,2.369022,2.412769,2.391298,2.304748,2.381448,2.391847,2.391148,2.279253,2.453627,2.483559
7,2.123862,2.078135,2.253162,2.006949,2.100048,2.093912,2.102396,2.145138,2.039215,2.187012
8,1.832477,1.917646,1.901269,1.804083,1.918912,1.795259,1.935553,1.895226,1.929170,1.857660
