1,157273783.171508,173062253.327123,171522088.486666,170444189.889129,174156242.272331,151830041.017383,183855684.368996,170119591.331399,141782459.303313,156194093.603336
2,174626719.964131,178883397.684219,189514564.113561,166887130.609751,155181148.182975,151329200.680923,199477659.716132,153809791.397454,156201057.953581,170312408.343122
3,223968647.723241,243354589.693818,215932779.328987,237516310.665108,240394360.979913,228807834.166114,218448185.721301,230085855.435187,237179448.587355,236903815.180843
4,291372931.660300,330790229.185985,306693075.576542,297012781.747450,242399701.095448,307410785.077748,317977436.330544,306018927.528933,311959312.632678,368880457.306277
5,404969987.940685,377491474.126221,389149070.754106,394450970.857141,367122384.734501,354175779.959250,372187840.652498,349910370.513412,381724062.163158,384169203.918897
6,453242600.960602,445024663.118914,449020409.844855,465882579.468966,450877798.277732,448917385.745572,449048645.113190,471093735.683701,437614140.545695,432339900.025335
7,505561042.902360,516685368.870578,476548858.962429,535011925.856667,511293858.787248,512792209.475163,510722854.112216,500546681.086033,526546669.502863,490962845.420300
8,585950999.153571,559927036.834532,564750090.796070,595173239.146291,559557508.381457,598098522.396306,554746879.909943,566550768.887534,556582336.965999,578007588.681868
